Num Test                              Secs Status    Score    Remark
2303 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2304 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2305 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2306 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2307 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2308 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2309 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2310 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2311 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2312 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2313 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2314 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2315 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2316 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2317 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2318 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2319 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2320 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2321 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2322 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2323 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2324 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2325 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2326 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2327 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2328 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2329 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2330 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2331 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2332 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2333 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2334 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2335 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2336 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2337 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2338 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2339 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2340 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2341 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2342 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2343 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2344 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2345 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2346 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2347 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2348 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2349 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2350 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2351 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2352 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2353 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2354 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2355 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2356 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2357 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2358 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2359 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2360 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2361 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2362 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2363 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2364 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2365 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2366 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2367 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2368 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2369 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2370 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2371 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2372 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2373 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2374 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2375 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2376 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2377 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2378 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2379 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2380 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2381 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2382 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2383 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2384 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2385 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2386 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2387 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2388 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2389 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2390 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2391 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2392 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2393 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2394 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2395 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2396 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2397 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2398 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2399 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2400 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2401 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2402 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2403 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2404 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2405 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2406 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2407 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2408 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2409 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2410 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2411 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2412 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2413 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2414 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2415 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2416 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2417 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2418 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2419 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2420 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2421 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2422 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2423 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2424 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2425 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2426 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2427 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2428 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2429 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2430 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2431 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2432 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2433 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2434 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2435 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2436 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2437 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2438 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2439 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2440 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2441 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2442 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2443 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2444 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2445 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2446 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2447 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2448 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2449 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2450 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2451 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2452 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2453 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2454 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2455 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2456 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2457 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2458 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2459 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2460 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2461 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2462 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2463 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2464 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2465 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2466 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2467 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2468 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2469 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2470 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2471 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2472 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2473 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2474 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2475 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2476 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2477 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2478 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2479 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2480 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2481 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2482 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2483 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2484 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2485 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2486 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2487 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2488 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2489 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2490 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2491 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2492 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2493 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2494 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2495 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2496 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2497 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2498 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2499 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2500 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2501 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2502 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2503 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2504 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2505 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2506 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2507 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2508 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2509 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2510 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2511 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2512 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2513 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2514 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2515 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2516 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2517 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2518 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2519 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2520 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2521 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2522 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2523 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2524 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2525 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2526 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2527 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2528 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2529 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2530 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2531 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2532 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2533 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2534 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2535 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2536 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2537 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2538 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2539 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2540 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2541 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2542 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2543 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2544 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2545 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2546 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2547 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2548 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2549 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2550 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2551 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2552 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2553 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2554 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2555 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2556 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2557 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2558 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2559 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2560 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2561 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2562 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2563 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2564 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2565 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2566 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2567 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2568 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2569 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2570 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2571 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2572 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2573 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2574 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2575 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2576 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2577 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2578 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2579 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2580 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2581 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2582 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2583 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2584 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2585 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2586 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2587 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2588 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2589 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2590 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2591 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2592 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2593 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2594 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2595 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2596 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2597 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2598 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2599 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2600 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2601 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2602 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2603 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2604 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2605 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2606 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2607 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2608 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2609 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2610 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2611 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2612 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2613 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2614 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2615 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2616 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2617 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2618 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2619 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2620 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2621 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2622 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2623 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2624 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2625 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2626 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2627 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2628 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2629 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2630 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2631 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2632 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2633 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2634 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2635 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2636 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2637 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2638 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2639 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2640 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2641 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2642 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2643 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2644 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2645 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2646 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2647 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2648 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2649 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2650 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2651 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2652 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2653 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2654 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2655 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2656 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2657 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2658 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2659 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2660 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2661 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2662 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2663 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2664 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2665 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2666 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2667 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2668 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2669 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2670 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2671 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2672 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2673 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2674 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2675 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2676 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2677 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2678 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2679 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2680 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2681 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2682 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2683 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2684 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2685 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2686 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2687 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2688 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2689 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2690 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2691 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2692 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2693 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2694 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2695 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2696 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2697 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2698 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2699 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2700 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2701 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2702 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2703 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2704 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2705 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2706 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2707 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2708 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2709 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2710 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2711 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2712 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2713 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
